index,label,text
753,0,user user kick raiola out of the league scumbag repeatoffender
754,1,today is awesome
755,1,oh joy tis the season for christmas came early leads dobetter
756,0,it freezing out there very hazy just want to go home
757,1,can wait to see that he has not talked to me and that he will never do it
758,0,user because find people with different ideas and ways of life interesting
759,0,just ordered new pairs of underwear from victoria secret eyes yay
760,0,big match verdict tottenham chelsea loss was another dark night at the there was no end to url
761,0,user what do you order at kona grill for fast food sushi that place is delish
762,1,here an it cold and had to scrape windows so sad selfie gotta love living that hotel life url
763,1,lol who throws middle fingers up in pictures anymore oh you re bad
764,0,day something your reading lovehistory lovenonfiction checkmarkbutton user our cosy house url
765,1,climate change redux californians experience drought voted for bonds to cover climate changed now we have most rain in years
766,0,user my mom told me not to do it but fine
767,1,look really awake and like ve made an effort today
768,1,my dove wrapper told me to be mischievous so if anything happens that my extenuating external attribution to blame psych
769,0,user kisses you cheek that enough im not love bot
770,1,user user so is he banded from wearing the clothes karma
771,1,user yeah that it
772,1,hula hoops hot chocolate and law revision my breaks in work are filled with glamour and fun
773,0,they are still trying to decide if it terrorism omg sydneysiege
774,1,the fandom showing its mature side as always when it about this kind of topic
775,1,love putting flobeam mechs back together
776,0,like tyndall system just think robert hubbs should play more he gives us another scorer and consistent pt shooter that our needs
777,0,user you are no fun at all
778,0,why love penguins of madagascar humor reliefcomedy
779,1,user you really want to watch that
780,0,that was very rememberable new years kiss kissmark
781,0,crawling at am great start to thursday cletraffic cleveland traffic
782,1,just realized that the name of the comic sans creator means asshole in french nooffense
783,0,is khallilah henriques nnn all there she mostly sounds blonde but this morning confirmed it ignorant on race relations articulate minority
784,1,it just super to be ignored when you put out desperate plea
785,1,bhopal victims don get justice aft yrs but don find place in prime and man traveling in business cls is prime time news
786,0,this link will be relevant in couple of days url
787,0,think burgerking is working with the sjws my fries are as salty as sjws about user winning an award
788,1,over these white hoes
789,0,caribbean girls anthem caribbean girls by stainless mob now in stores online url iyon dancehall
790,1,it seems that erdogan sends his best regards to the eu
791,1,yay for my family leaving going to seneca leaving me to fend for myself
792,1,user aww you poor thing feel so bad for you being in sunny florida don know how you can handle it
793,0,user ca tweetin bout icantbreathe newsvid url start at url beatsebt
794,0,smile is smile is smile is smile is smile is million people staring at your pissed pants manic laughter smile
795,0,casper the friendly ghost on levels
796,0,then there this user user user user user url
797,1,user user putting between muhammad and ali find your own twitter id quite blasphemic and offending
798,0,yeah english stop saying jane word
799,0,user what the law for parking on residential street on the opposite side of the road facing the wrong direction curiosity
800,1,good job user user same sex marriage harms free speech new ontario judge wrote in url
801,0,don forget the true meaning of christmas foldedhands
802,1,um really user nothanks uva url
803,0,phillhughes out we will miss always respect for url
804,1,user miss seeing your face and rex hands everyday on vlogmas rexemoji see no evilmonkey
805,1,gawd love am lectures and pm lectures
806,1,wearing my user rangers shirt flipping off crowd in his hometown of boston so much url
807,1,since when did train fare get so expensive jesus might aswell of drove shame drinking
808,1,the city that only sleeps on mass transit naptime isntitironic donchathink imnotsure url
809,0,hate babysitting when sick because all wanna do is sleep but can pensiveface
810,0,now have zero resect for demarcus cousins
811,0,uhhh can sleep someone like ll text my phones dry ass fuck fr am boring person
812,1,jordan fan here facewithtongue not hater url
813,1,user women considered inferior men by society even wen in most of families day men need women decision making
814,0,user user user that is fine company
815,1,well that my becky in london with her nan an the big girl dan too start her new job tomorrow haha
816,1,it okay you know playing loud music during quiet hours is perfectly fine
817,0,user user were not american it mum
818,0,it beginning to look lot like intravenous selfie xmasdo xmasparty user url
819,1,have such loving family
820,0,probably just scarred the cleaning lady half to death because she didn know was home
821,1,it not even and ve already called the cops twice damn love my job unamusedface
822,0,oh crap mac shutdown corrupted iphoto so hours of rebuild ahead so might as well eat and drink
823,1,it great to hear bloodcurdling scream at in the morning
824,1,have successfully avoided everything from season which ve not seen and there an one in my timeline thanks indy
825,1,user user and why are these amazingly small opportunities to sustain life going into feeding animals which we then kill
826,0,can get over this very british weather remember to check under you cars and wheels for any small animals they like to hide under cars catface dogface
827,1,it is so rewarding to work in place where the teachers and students have been reduced to nothing but numbers and test scores
828,1,our physics exam was quite fun prelim
829,0,photoset leupagus itsxandy sevenpoints getting paid enough to put up url
830,0,officer jenny is single www monstermmorpg com entity cestas follow user dancing
831,0,will nasa go metric before it inches to mars miles is kms by the way orionlaunch nasa_orion url
832,0,user user user user off to visit great nephew very ill only fair
833,1,anw as long as there nothing going on with the both of rn can still forgive but cant promise to forget
834,0,fears for female saudi activist as detention for driving car is extended url via user
835,1,oh and it positively balmy
836,0,may or may be watching rockos modern life forevera skid
837,1,decided to do really fun thing left myself hours to sit an exam and write min word essays
838,0,user user accept him the way he is
839,1,user user user love when the wilfully ignorant embraces hate and still think they hold moral high ground
840,0,user kiss on the cheek next time is enough
841,1,user no clue what you were talking about well that first
842,0,bad game last night way to go packers url
843,1,user great christmas
844,0,florida authorities say police officer shot and killed url florida tarponsprings tampabay
845,0,was wrong when thought will find way that doesn lead you
846,0,user players are penalized for not playing defense as you re aware david ortiz barely above average in based on war
847,1,units next semester plus work yes so excited for that
848,1,need to start going to bed earlier smh goodnight everyone or should say goodmorning haha morning url
849,0,user try naheed akhtar nayyara noor too gold stash
850,0,user user have no idea why brad would be in the doghouse
851,1,bbc news skywalker passport cancelled because it was frivolous trademarks url
852,0,user user user jamie took over my account don worry
853,1,finally will be worry free year for me
854,0,tomorrow afternoon nfl sked in panamacity area wecp kcvspit indvsdal wpgx atlvsno
855,1,user user user no duh is will owners fire goodell for it my guess he gets raise goodellmustgo
856,1,user be surprised at how many ppl have me blocked wearyface wearyface wearyface
857,1,politics is not my cup of tea says sonakshi user of lingaa fame sonakshi dad shatru is our top bjp leader
858,1,user user user too much of that herb new trend of potheads contributing to society maybe darn that
859,0,exo coming soon better pray this is better with members sighs but either way obssessed fans would still be obssesed
860,0,big fans flocking to support tcu after that ou beat down texas loss and wvu manhandling lol
861,0,have very limited number of press seats available for meet me there screening in austin on january hit me up press types
862,0,user couldn find the letter in my binder but did find these url
863,1,user user and how many animals does peta kill every year hypocrisy idiots might want to point cid inward
864,1,love waking up at am feeling like my insides are being chopped into tiny pieces and set on fire killmenow kitchenknife fire
865,1,user user sure wow nintendo has achieved what sony already did years ago
866,0,america continues to show us that it is here for blackpeople even though url
867,1,hmmm do wonder why astec has one fewer employee lol
868,1,user user sure you re all inconsolable
869,0,listening to the rain in bed peacefull sweatdroplets droplet sweatdroplets
870,1,yay for getting pink eye again whyme
871,1,wow what great banter from user
872,1,dna from richard iii has thrown up surprise evidence of infidelity in his family tree url well shocked
873,1,isn it great to sleep hours and feel like million bucks gettingold
874,0,user user honestly haven clue hope there were some since the surveillance cams ve seen show barely anything
875,1,people who don get you are the best
876,0,liked user video url new chocolate bar palette review semi sweet vs original
877,1,can wait for my am dental appointment tomorrow oh time please speed through today
878,0,user user can look at bridge without crying now
879,1,love how can never fall asleep insomnia
880,0,user what for waste of time
881,0,can we trade mccain biden helps republicans more than mccain in any other time mccain would be democrat url
882,1,happy monday hate mondays
883,0,is holding not rule anymore
884,0,user no doubt and we wonder why xmas makes ppl crazy
885,0,user user it did get yo lazy butt outta bed didn it now thanks for proving my point
886,0,its not that so much as his lies and deceit user user user user user
887,0,liked user video from user url wwe ps my career mode ep triple threat wwe
888,1,hey user denialcsgo decided that they want to replace user and their new player nashuffle nobody is safe csgo
889,0,this time change is crazy everyones all up here like woohoo its am lets live life like it is am have not slept at all yet
890,1,why isn there playoff legend romo user
891,0,palestinian authority abbas trades stalemate for confrontation in icc move url via user
892,0,user user thnx all sorted now kids happy thanks again user for trying to help most of all thaku for replying
893,0,how to know when he really loves you tmi imsorry chickfila url
894,1,damit this fatima bhutto has an instagram account but not pics of her some random shit and then ppl follow keep posting pics
895,1,love how today is going
896,0,tribute to brave elephant simply defending his family url
897,0,user so gave up and am now heading for bed orz
898,1,so nice to have final before the sun is even up
899,1,so user still waiting my son is very happy enjoing his christmas gift cant understand how didn prevent this
900,0,count pushkin to end this fvckin night smh
901,0,home finally what way to start the christmas break thumbsup okhand
902,0,user user user you re arguments are obviously very impacted by the fact this family were tsi in appearance
903,1,user just got my tonsils out lovinglife good luck
904,0,the counter argument rt user if osu lost last night baylor would be in we all be talking about benefits of no big champ
905,1,oh we get to see the queens garden on itv after she addresses the nation just what always wanted flushedface
906,1,oh how love fainting randomly
907,1,user my jambo buddy sees more scottish identity emerging for hmfc the john wilson types can travel to govan
908,1,it such joy to wake up sick again and not be able to use the one arm do everything with
909,0,photo say it loud say it proud nope never quitter and will never be always winning even url
910,1,love is far more important than money the problem is you only know it once you have money life humanity
911,0,user contrary to this wide awake caffeine injected consciousness flushedface
912,1,many of the best ideas come from having fingers too fat for your keyboard nimble agile
913,0,time for my babies and to take this medicine so we can get better
914,1,yet another out of million doctor visits tomorrow so stoked
915,0,url teenanalcasting ford xlt mulberry fl
916,0,been the problem actually rt user user tough road trip cant win em all but coaching has not been strong
917,1,rolls royce as envisioned by the wonderful people at mansory rollsroyce purple customcar url
918,1,it definitely not friday the reason is it tuesday yesterday it was monday so why should it be friday
919,0,user you have never seen me
920,1,last day of school it was so much fun but not much people came what shocker
921,0,besides some overpriced holiday candles haven seen one cybermonday deal worthwhile today brutal
922,1,this is the weather just love walking to work in worst weatherbomb
923,0,the advancedwarfare campaign was only hours ps it still better than bf campaign tho that didn finish
924,1,nothing like waking up to financial formulas yay for corporate finance comprehensive finals finalsweek
925,1,picked great week to start new show on netflix hellonwheels
926,0,bday lily painting for user purpleheart url
927,1,user yup that exactly how we do it
928,1,user but it wasn as bad as that picture seemed to indicate you re still very horrible person
929,0,just like that url
930,1,can believe user is even considering renaming the academic building after perry he did so much great stuff for public educ
931,1,that nice
932,0,check out this youtube channel url
933,1,it been great week for dictators congrats north korea and cuba
934,1,my boy has another cold and spent the night coughing and sneezing all over me sexy
935,0,user have you heard back yet
936,0,went to check on cause it was way late for sleeping and bam she was never here why did no find it important to tell me this
937,1,the whole world can never get me on my level
938,1,user all are doing great job at keeping people safe
939,0,dont think it would matter metric or english he doesnt understand math user user
940,0,wings don have wings of course not you re boy
941,1,the uofl student ticket policy is such well thought out plan good job sga ihateyou
942,0,oncomingfist fistbump positive focus starve distractions werk motivation createpath uplift success url
943,0,rants about being pregnant and judged for buying bottle of wine poses weekly for belly pics in front of wine rack or fail
944,1,user get around them
945,0,user oh right do you know john parker the pisshead user
946,0,femalecondoms herpes is curable it can be managed url
947,1,what an eventful weekend
948,1,user user awesome destination site high population of super easy to get to lots of great sites will do well there
949,0,kyle it won let me user you but yeah we are grown ass men with fast cars who gives af lol and bring it to my room hooah see ya in bit
950,0,user that where you are wrong can just watch his films and not follow him on twitter
951,0,user user can remember the last time saw newish gti and have only ever seen golf what has changed
952,0,really really want apple pie boilo
953,0,user user this sounds high but is safe for short term use it dramatically increases antimicrobial peptides in the blood
954,1,ostentatious showy display designed to impress thats the word immediately think of when see woman feeding her child idiot
955,1,user user for queen and country yet they go down and destroy an english city and attack english police lol
956,0,congrats still sasmvt for good run ulitin nalang ulit ang peat next year
957,0,she in malawi and stuck in joburg fair url
958,0,if someone could come give me massage that would be gr
959,0,have oth playing in the back ground at work ohhh naughty but fun
960,1,my favorite thing to do on tuesday is write psychology papers neutralface killme
961,1,yay for early morning protestors
962,1,user arizona coyotes forge deal with bmw url but relocation
963,0,user hello can you give me an guess when xbox core services will be fixed
964,1,user joel olstein man who hardly ever mentions jesus in his sermons is going to talk about the meaning of christmas
965,1,ready for doing business today see no evilmonkey tiredashell morecoffee url url
966,0,dont understand tlist as dont read inamorata only read inamorato lmao sorry or prob lol
967,1,she did two marijuanas and look what happened don legalizeit merica url
968,1,user slaying in igloo australia home country lol rt user nicki is slaying new zealand url
969,0,see this is why you shouldn use version control url
970,1,less than hours sleep fantastic
971,0,user wesay yar her date was good winkingface guess she in first meeting wanted to seen with girl or smth in hindsight found her mashkook
972,0,user sorry missed off my tag from the end of my tweet
973,1,love it when adults act like children eyeroll
974,1,feel faint after chasing whippet and lily libby gabby millie the cats who were playing chase in the garden aintitfun notfun
975,0,user adorable little white tiger url
976,1,asked god to protect me from my enemies long time ago short after started losing friends or naah
977,1,user aren humans the ones who are playing the sport
978,0,user user user user user user user not now guys finals hundredpoints
979,1,should give us famous bf some fan need an entertainment apparently
980,1,user that ll work
981,0,didnt have no time to wake and bake this mornin winnin poutingface
982,1,awake this early on my only day off before christmas feeling ill banging head bunged up shivering just what need
983,0,it beginning to look lot like christmas timetodecorate tistheseason url
984,1,sony studio bosses to employees don worry we ll be fine url know feel better url
985,1,user user bet those fairways and greens rival the work of user
986,1,user haha quite right mate they coonty workers have got it aff easy al tell ye oot here workin like hamilton accie
987,1,lifes like bird its pretty cute until it craps on your head gharwapsi hoursofcrazy poweroffive lol
988,1,user user user this is shallow af stop discriminating eyes all eyes are beautiful
989,1,user mk shadow shift was so much fun user
990,0,user pierce had what wrong with
991,0,when we stop accepting crumbs in the name of love only then we can equally appreciate the silence of solitude festivity of loving
992,0,god bless whoever came up with the idea of making coloureds bruh not cape colourds thou
993,0,new hiphop music user crack music url jerseycity nj ny birthofawinner
994,0,saturday selfies miss you guys user user jessica xxx mark kiss each and one url
995,0,user if you re loving this game we ve got few desserts you might enjoy turnovers orevsfsu even arby is talking smack to fsu
996,0,exactly year ago today via user url url
997,0,it was greaaaat night
998,0,user wonder if they have that in an audio book
999,0,queens of the stone age no rock in rio url icias rockinrio
1000,1,user wants me to get hit by bus so she can get bestroomieaward
1001,0,hold it bub url cartoon comics funny jesus
1002,0,unless he changed user user user user user user user user
1003,0,user please follow me have technical question thanks
1004,0,morelikes_app necklace sweet you running inlove iphoneonly igers russia sm url url
1005,0,user no im not mate yea good pretty much there so shud gd nxt week bit sore to kneel down still and twinges sumtimes but ok
1006,1,when some archers fight with supple bows the way hoplites fight with stiff spears archer hoplite bow spear
1007,0,lol rt user wouldn surprise me if soldado bangs in hatrick and we win against chelsea tonight the legend is back
1008,0,tonight family bonding presents dark quite house playing marco polo with side of nerf guns lovemyfam
1009,0,user all can do beautiful is your best winning is important taking part having fun is what matter
1010,1,so heard college dropout is offering graduate from best college jawdropping package
1011,0,user when are you buggering off out of the country
1012,1,user amazeballs superman
1013,0,user infer that you are besmirching coffee but that can be right
1014,1,user need new job so can read books again miss reading being an english teacher really gets in the way of reading
1015,1,user yep that what they say
1016,0,israel raps palestinian draft as gimmick url via user
1017,1,seeing ppl walking crutches makes me really excited for the next weeks of my life
1018,0,day novel train comfortzone christmastree nextlevel buzzkillington familyguy url via user
1019,0,running on less than hours of sleep longnight longday sleepy
1020,1,user loving how fulham looks like playoff team notreally
1021,0,count the scars on your soul
1022,1,big shocker that of called in
1023,1,does the word counter productive ever mean anything to people when they sit around and dream up ideas to double their wage
1024,0,check out some things ve been really loving recently during the holiday season url
1025,1,hours no food no drink going strong givemeabrew foldedhands hotbeverage
1026,1,another great day on the ttc
1027,0,user damn that would have made excellent thing to recount in autobiography
1028,1,couldn agree more rt user nothing makes me feel more special than receiving an automated dm
1029,0,photoset babaybubblez aquabreeze all men but lets not forget in the real story url
1030,1,thank you to all of the lovely people who come to work sick or come to eat sick appreciate your germs
1031,1,user user an reader would definitely help save my life if someone broke into my house good call
1032,1,too late thrown the ps out of the window last night cus couldn play url
1033,0,they thought was gone these vegas niggas gone respect me and know been doing this shit too url
1034,1,user he lost his license not long after mwahaha user
1035,0,stuck in traffic highvoltage mondays athensbyrain traffic ontheroad ontime sisters coolurstyle url
1036,1,user he hasn been diagnosed bipolar disorder yet assuming he needs to beat his hard feeling emotions into submission
1037,0,user hope you know how much we really loved you here in philly to the greatest shortstop in phillies history thank you
1038,1,watching the news being like oh this totally restored my faith in humanity
1039,1,user why not the house committee has been very informative thus far uniteblue
1040,1,my favorite dreams are the ones where you wake up covered in tears
1041,1,had an insomnia cookie and now can sleep
1042,0,user how do you like that loss son
1043,1,you know its gonna be good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack
1044,1,going to finnish all my homework and get caught up on everything over the break url
1045,0,lebron james violence is the answer lebron james said thursday that violence is not the answer and url
1046,1,pulis is available will guarantee we stay up
1047,0,sorry sorry always do this cant help it im an asshole like that url
1048,0,cats are so cute wish wasn allergic
1049,0,user kabhi messier than usual messy wesay perseveringface need chai resting for last days may be this is the reason
1050,0,claybo dawson and are user squadgoals
1051,0,user email me when you need friend always here to chat ve been there many many times so right with you xx
1052,1,user my entire body sends sympathies too was diagnosed with rheumatoid arthritis yrs ago yay flare ups
1053,1,love scooping feed bunks before we can feed calves
1054,0,do or do not there is no try yoda do do not try try again repeat until you get it right jarroddavis
1055,0,user bruhh just saw license plate that had the letters fdb
1056,0,just in case anyone was wondering veni vidi vici in spanish is vine vi venci studybreaks umdfinalsweek
1057,1,honking at me whilst you drive past so romantic it makes me want to trace you through your number plate and be with you forever
1058,0,no its actually not friday today we proudly present sunday so go enjoy your sunday
1059,1,few things are more amazingly wonderful than getting up early on monday morning to start the work week needmoresleep sleepingface zzz confusedface
1060,1,and people start to drink means fun
1061,0,patriots report card grades half bad tom brady throws under pressure in the nd quarter during sundays url
1062,0,new years eve is generally the most overrated party of the year it supposed to be huge shindig but usually disappointed
1063,1,love being unappreciated
1064,0,look poulan chainsaw new url shopping chain saws start starting will wont
1065,1,user because your sarcastic
1066,0,it and ready for bed
1067,1,ouch that hurt
1068,0,australia eight children killed in australia in reported mass stabbing url via user
1069,1,the penguins cancelled their morning skate today due to icy conditions
1070,0,bad idea when you climb on the mountain url
1071,1,love math so amped for my final like hours from now hardly studied for it thgrade perseveringface tiredface confoundedface
1072,1,so afraid
1073,0,user absolutely shocking that the lamestream media hasn picked up on this mediabias user user
1074,0,not speaking he do not like comedy it was spoken jokingly of his assassination that is funny guys and gals
1075,1,they don even listen to ur order talk about great customer service thumbsdown
1076,1,user user user user user and what about the blacks you guys they don know what to do with money
1077,1,user the day one of him minions was carrying sign saying my mother was fat was one of mine
1078,1,am starting to think uk has pretty good basketball team bbn
1079,1,just love being told that wouldn have gotten hired if my boss knew was pregnant ha
1080,0,im aware that nye celebrations are usually laiden with false expectations ll just be happy to close the door and kick arse thru it
1081,1,user user ooh that looks like so much fun
1082,1,love waking up with migraines
1083,0,why is there hotdog on url
1084,0,user user user user don forget user and user they re as smart kind as lovely
1085,0,taylor wrote nasty note on my car today we are friends
1086,1,user keeping the big channels big and the little channels irrelevant since goodjob
1087,1,indian society teaches how not to get raped rather than don rape sadhvi mufflerman indias rohtak
1088,0,just saw another person wearing heavy winter coat with hood up encouraging
1089,1,hi orgabeh so we meet again think you re my soulmate eyes zzzzzzz tiredface patience
1090,0,user nah dude my buddy puked all over steak and shake
1091,1,user yes we officially try that gamergate
1092,0,there are two things that need to better drafting and the players work ethic that it
1093,0,when someone on conference call talks about housekeeping items grrr
1094,1,youre such great person
1095,1,saturday class wee
1096,1,user don recall dalai lama talking about busty girls and celebs but apart from that
1097,1,went off the road this morning as did my english professor thank you fsu for your concern for commuters unamusedface
1098,0,user how many championships you trying to say that makes him worth more than saban
1099,0,user should just relate to her water first amen
1100,1,user mocking spiritually precious holiday for millions is just so courageous of you shameonyou
1101,0,got to play dogs last night url
1102,0,apparently it hang up on ashley day
1103,1,user yes except farage backs the slow genocide of palestinians by israelis using nazi methods
1104,1,ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it small cozy wedding it is
1105,1,user truly at peace
1106,1,learned to play string notes on the guitar pro idiot
1107,0,morgan just asked me if wanted to play game with him on his xbox usually can even look at it
1108,1,user user the more liberal the city the more class and intelligence it exudes
1109,1,come to jhb to play volleyball on fake beach work url
1110,0,don think it the last time hobbit onelasttime cinema ov hfr url
1111,1,wow really have the best luck known to man
1112,1,love running on hours of sleep ijustwannasleep confusedface
1113,1,there reason don tell my parents anything cause always get the most positive responses
1114,0,how could he kill is best friend true friend
1115,0,my dad would have shotgun ready my dad would offer him beer my dad would ask him to join his clan user user
1116,1,imma kill all you sobs jk lol redeye
1117,0,is your internet bit slow today blame thick wet cable url
1118,1,omg berlin is so fashion vscocam url
1119,1,road safety campaign donkey killed by car url
1120,1,love games during the week because don get to go to sleep until like
1121,0,every story has an end but in life every ending ia just new begining quoteoftheday lifequotes
1122,1,don you just love when you say hi to someone in the hallway and they completely ignore you yeah love that too unamusedface oncomingfist
1123,0,abraham was actually from modern day iraq ur of the chaldea user user
1124,1,rain and sleet hun yeah totally want to get dress and go to work sounds like fun
1125,1,user so helpful
1126,1,studying up on narcissism the more read up the more afraid have this disorder
1127,1,love when taken as joke makes me feel so good about myself
1128,0,playing golf all day ery day perksofbeingold
1129,0,comparing user to user atlas
1130,1,user brilliant news for potential young buyers
1131,1,guess not sleeping tonight didn want to leave anyways
1132,0,swear can stand little fucking girl want to punch her in the fucking face bitch needs to go home for real
1133,1,flooded basements are always fun thing to deal with
1134,1,the two constables veer pal singh yadav and avnish yadav did not have any criminal record ndtv
1135,1,hours of sleep is sufficient to tackle this day
1136,1,user user yeah avoiding you by waking up at am my time so by pm exhausted sucksimissedyou
1137,1,user heh as if user and average work in the same sentence
1138,1,why is isis an acronym for words in english
1139,1,up early as need to drive downtown to take test bright and early this morning yay
1140,0,but it matters size style that wedding please rt url url
1141,1,going to go into central for last minute present shopping soorganised
1142,0,is the game
1143,0,user you didn make enough of blot to ullr god of hunting skiing and assume hockey
1144,0,wish it was january already not because of school but because having major withdrawals arrow fair wtfwasthat
1145,1,sorry for being female didn mean to interrupt your perfect little man world unamusedface
1146,1,isabelle sends me the nicest texts perseveringface confoundedface brokenheart
1147,1,swag user
1148,0,free chocolates and free delivery with all flower orders from bunches url
1149,1,user user to be fair he looks like he lost lot of weight since his amazingly successful halcyon leeds days
1150,0,what the correct word for racism towards white people there is none racism is good anyone
1151,0,kisses to you bc you lose wisdom today from your mouth clever lol love you text me when you re able url
1152,1,where is the torturereport from showtime homeland
1153,1,jesus mary and joseph how sad to go through life suffering from deficiency
1154,1,good thing gotta work today thumbsup
1155,1,foxy lady waynesworld excellent smilingface
1156,1,user wow she really touched them with that tweet
1157,1,have to leave for school at am and still in bed fucktherain
1158,0,uh oh better head for the hills storm clouds seekshelter url
1159,0,plan on using the last of my battery on listening to user user get through the day big now
1160,0,just walked frodo path from lotr in lotro geek quota for the week is already met here the start url
1161,1,one essay submitted now to start the next one thirdyearlife loveit
1162,0,user yara restless soul you re well aware but like my skin perspective as most comforting when any expects me to be
1163,0,if your local theater has physical marquee with letters that can be rearranged it your duty to change them all to the interview
1164,1,up all night nights in row my job is fun resortjobprobs fb
1165,0,when will this girl learn user it is everyday chezza sometimes do work url
1166,0,with no forwards confused sure
1167,1,dentists oh the joy
1168,1,return flight why love my family familyvacation
1169,0,love putting up the christmas tree with the fam christmastree christmastree
1170,1,just snap chatting my sister few times url
1171,0,lagopodous like rabbit foot not so easy to drop into conversation but you never know
1172,1,standard christmas newsfeed diamonds everywhere everyone engaged congratulations original christmas engaged
1173,0,that fits user user user user
1174,0,to our countries special dedication to ma syrian friends you re alone instalisten by heart voice url
1175,0,we all have them people on instagram who put the most pointless hashtags can you
1176,0,currently bus wanker hate people confusedface stinks gobonastick dickheads
1177,1,ya and listening to them talk about how hot girls are is favorite past time
1178,1,gee faculty at nicholls are so helpful
1179,1,stinker of day nothing has gone right got worse as the day went on ahhhhhhhhh depression
1180,1,bitch bitchy badass lol laughing jokes funtime funny fun ecards url
1181,0,user twitter game is perfect tonight amazingness
1182,0,iiiiiiii have the best boyfriend everrrrrrrrr
1183,1,user if you re chelsea fan its natural to be sentimental if you re an arsenal fan its natural to be stupid spelling
1184,0,user not passing judgment been in many binds before and actually love the creativity vodka is versatile liquor
1185,0,yet you cant provide any source that shows it user user user user user user
1186,1,just love eu servers
1187,1,an answer to the one who criticize feminism url uglygirlsclub fourthwave
1188,1,user now now islam is the religion of peace and only christians can hurt anybody get it right
1189,1,ams are just so lovely
1190,0,close to white folks am forced to witness firsthand their willful ignorance about the impact of race and racism bell hooks ferguson
1191,0,user user wasn that full in the nosebleeds where was sitting but it was fun crowd reacting to joepa is my fav memory
1192,1,we rebooted the server it seems ok now yey facepalm devops
1193,1,ppl keep snapping me and can snap back because looking too good rn
1194,1,at least woke up feeling lot better today
1195,1,maybe miss world will succeed where all her predecessors have failed in obtaining world peace missworld
1196,0,user user dirt its not your country
1197,0,url teenanalcasting virgin virgin cute teenage virgin playing in her hotel room in tight blue gstring underwear
1198,0,user user user when how did the acl tear happen
1199,0,vcac looks like an even bigger bag of hurt than vcd url
1200,1,user funny joke there bae
1201,1,the moral police vigilante are very quiet with every rape suppose it is indian culture then uber delhirape
1202,0,user ben were you going to pick up your pizzas today
1203,0,user nope doing everything wrong cold hot hot cold gear seems ok but as today dipped to prob spoke too soon orings
1204,1,user user cut promo then user states he facing user oh yay
1205,0,ruling party in power central state misusing their power pm speaking only in foreign parliment pm to visit out side india during session
1206,1,user wow that impressive have to force myself to go just as will be doing later gymfanatic
1207,0,come on it lovely weather for sleigh ride together with ewe url
1208,1,user that totally obscure
1209,1,user to finally win the champs league no teams are that good this year and we ve got solid draw banter stillgoingout
1210,1,user user so basically the only storyline for caroline forbes in this season is called stefan great
1211,0,yay for days off coffee harrypotter christmasbreak morning url
1212,1,user user whilst slabour blairmcdougal deputydug recon its in meltdown safe in bettertogether of course
1213,0,user do you think mary parents believed the bubbemeinseh that she was still virgin
1214,1,seeing more and more people using the term gamergate and can believe going to say this but they re using it incorrectly
1215,0,user relaxed and waiting for the facts to come out but ve listened to blaine hammer on players for doing similar before
1216,0,user user keep seeing noon is it pm eastern or noon eastern need to plan my morning accordingly please advise
1217,1,appreciate user that he has spared suspending our accounts only blocked us
1218,0,your delusion that people are being killed cuz obama black is the myth user user user user user
1219,0,user thei reights to protest ends where my rights begin they cannot take my right of earning livelihood and free movement
1220,0,baking bread and hanging with glass of wine in leggings and sweatshirt with football on heaven if only the snow hadn turned to rain
1221,1,user user imagine that never would have guessed
1222,1,crime figures true picture may be worse than feared says think tank report via user url surprised
1223,1,so now its hamilton on monday night thanks user for all those evening games you give us saturday football is overrated
1224,1,gotta love the sound of rain beating against the window on christmas day whereswinter
1225,0,lebanon detainee is isis leader wife iraqi official baghdad an iraqi official denied wednesday url
1226,1,victoria secret model it such secret not even victoria knows url
1227,1,unamusedface half of the testing group was very helpful today
1228,0,they done worked me so hard
1229,0,amen foldedhands love this if you didn plan then it your problem truth emergency user pearl url
1230,1,whoops didn know had to live up to other people expectations instead of mine let me just fix that sorrynotsorry soz
1231,1,can wait for next year when it cyber month sale
1232,0,user it
1233,1,user user let face it at the mo there delays on any day ending in
1234,0,best christmas gift user new album url
1235,1,love that when female expresses herself in an emphatic manner it always attributed to her menstrual cycle mags pms
1236,1,user so persuasive lol
1237,0,kmyb hr study url
1238,1,user the hospital for new allergy test love it
1239,1,user even your link to the service alert is down
1240,0,hey look there
1241,1,and you just skip my tbh do you not like me so much as to just erase me from your life or something awesome
1242,1,user oh joy now get to have even more of them in my living room putyourtoysaway badboyfriend
1243,1,human brains disappear every day some of them have never even appeared url humanbrain
1244,0,happy new year all my twitter people hope you have happy and successful lots of love season sucks
1245,1,turns out sausage butty from burger king is just burger really enjoyed eating that at half in the morning feelshit
1246,1,ma thing url
1247,0,girl beautiful short nose tall but toshort selfieeee url
1248,0,user user user missed off the hashtag
1249,0,first nigga to grab it from behind no homo
1250,0,loooooool rt user monday is done friday is around the corner
1251,0,new homeschool year new marketing business clickbank university wealthy affiliate writing the book finally holyschedule needanapp
1252,0,scratching the night off my eyes
1253,1,working on boxing day is so fun
1254,0,to all deadbeatdads ur not worth hair on our kids heads tough being singlemom but at least my beautiful daughter is loved by me
1255,1,it too bad all this is happening to theinterview it looks like really good movie
1256,1,user gun laws will fix everything
